fipsst,fipsco,pop_total,aadr70,aadr00,cutoff70_a,cutoff00_a,stroke_belt70,stroke_belt00
13,13051,202909,.00087100803,.0011526097,.00070765469,.0010762762,1,1
13,13053,21371,.0016806431,.0020880096,.00070765469,.0010762762,1,1
13,13055,21877,.00062422192,.0009303327,.00070765469,.0010762762,0,0
13,13057,52274,.0005254852,.00086105353,.00070765469,.0010762762,0,0
13,13059,75024,.0019466137,.0028686828,.00070765469,.0010762762,1,1
13,13061,3550,.0036858886,.0056885644,.00070765469,.0010762762,1,1
13,13063,151297,.00064145739,.00093445933,.00070765469,.0010762762,0,0
13,13065,6669,.00014570239,.00015723096,.00070765469,.0010762762,0,0
13,13067,300723,.00085172418,.0012894343,.00070765469,.0010762762,1,1
13,13069,26939,.0017903491,.0026832726,.00070765469,.0010762762,1,1
13,13071,35465,.00075780391,.001044213,.00070765469,.0010762762,1,0
13,13073,40473,.00016117952,.00025587901,.00070765469,.0010762762,0,0
13,13075,13504,.00025351543,.000392227,.00070765469,.0010762762,0,0
13,13077,39477,.0012153719,.0017975185,.00070765469,.0010762762,1,1
13,13079,7611,.00040328573,.00060056255,.00070765469,.0010762762,0,0
13,13081,19540,.0016720815,.0021614654,.00070765469,.0010762762,1,1
13,13087,25553,.0012890346,.0016825446,.00070765469,.0010762762,1,1
